01057034;_derivationally_related_form;01253379;1;1
07191777;_hypernym;07191279;MISS_7;MISS_3
02514988;_member_meronym;02515214;8;152
06693198;_derivationally_related_form;00860620;1;1
00630634;_hypernym;00624738;MISS_128;MISS_1
07466557;_hypernym;07470671;MISS_2;MISS_7
12406715;_hypernym;12405714;1;1
01733213;_hypernym;01714208;137;12
00810729;_hypernym;00811375;2;1
13726074;_has_part;13725726;MISS_3;MISS_1
00802946;_derivationally_related_form;01141841;1;1
09989045;_hypernym;10129825;MISS_193;MISS_1
12224309;_hypernym;11534677;8;1
02802544;_hypernym;03120491;MISS_1;MISS_31
08174398;_member_meronym;08949093;1;1
10128909;_hypernym;09606527;MISS_2;MISS_1
00974367;_derivationally_related_form;09795124;1;1
02001858;_derivationally_related_form;00319939;1;1
05673908;_derivationally_related_form;01978003;1;1
01687569;_derivationally_related_form;05844105;1;1
07040148;_hypernym;07037465;2;1
00376400;_hypernym;00376063;MISS_36;MISS_54
13060190;_hypernym;12992868;MISS_275;MISS_11
06083243;_derivationally_related_form;10806222;1;1
00353992;_derivationally_related_form;00493703;4;2
00043902;_synset_domain_topic_of;00471613;80;1
01951276;_hypernym;01953810;MISS_50;MISS_5
02641035;_derivationally_related_form;01062817;1;1
02490004;_hypernym;02488834;MISS_5;MISS_1
02040505;_hypernym;02021795;77;16
10826352;_instance_hypernym;09989502;2;2
05154517;_hypernym;04723816;MISS_1580;MISS_8
08900535;_has_part;08903220;11;785
08541288;_derivationally_related_form;00195342;1;1
01170243;_derivationally_related_form;14447908;1;1
07434102;_hypernym;07433973;MISS_1;MISS_17
02156546;_hypernym;02609764;64;9
08919949;_member_meronym;09697070;MISS_16;MISS_1
00740342;_synset_domain_topic_of;08441203;295;1
11020721;_instance_hypernym;10624540;MISS_49;MISS_29
02208118;_also_see;02311387;MISS_18;MISS_1
01463963;_derivationally_related_form;05075602;1;1
08806897;_has_part;08807554;MISS_30;MISS_199
06389753;_derivationally_related_form;01745377;1;1
00118733;_hypernym;00116687;42;18
11746776;_member_meronym;12539306;4;138
00626428;_derivationally_related_form;10508710;1;1
13902048;_derivationally_related_form;01742244;1;1
02081178;_derivationally_related_form;08617963;1;1
03547054;_hypernym;04191595;MISS_359;MISS_13
07334490;_derivationally_related_form;00478830;1;1
12658846;_has_part;07770180;MISS_28;MISS_1
10564660;_derivationally_related_form;06403969;1;1
01410223;_verb_group;01236164;1;1
14907122;_hypernym;15047313;MISS_73;MISS_13
08780881;_member_of_domain_region;10595361;2;12
01511706;_derivationally_related_form;00104249;1;1
01215851;_derivationally_related_form;03068181;1;1
05027529;_hypernym;05026843;MISS_1;MISS_6
00645493;_derivationally_related_form;04784142;1;1
02456493;_hypernym;01544692;MISS_85;MISS_1
00459114;_derivationally_related_form;07891726;1;1
11338796;_instance_hypernym;09798811;28;6
00179567;_hypernym;00173338;MISS_2753;MISS_1
00216038;_hypernym;00209943;7;1
04433585;_hypernym;02886599;MISS_22;MISS_11
00966869;_derivationally_related_form;02344568;1;1
15231765;_instance_hypernym;15113229;1;1
04606014;_hypernym;03368141;MISS_1;MISS_15
11460281;_hypernym;11459538;MISS_14;MISS_45
05090441;_derivationally_related_form;00434077;1;1
12409016;_hypernym;11567411;3;1
02761834;_derivationally_related_form;01042725;1;1
08780018;_instance_hypernym;08691669;494;5
00425278;_derivationally_related_form;01803003;1;1
09917593;_derivationally_related_form;15147097;1;1
01143409;_hypernym;01143040;MISS_20;MISS_1
04821802;_derivationally_related_form;00103696;1;1
03171356;_hypernym;04341686;527;6
10109443;_hypernym;10341660;MISS_17;MISS_1
04229959;_hypernym;03101986;MISS_26;MISS_12
01977080;_derivationally_related_form;10019406;1;1
06972311;_hypernym;06972090;MISS_1;MISS_1
13306870;_derivationally_related_form;02321046;1;1
01643092;_member_meronym;01643255;MISS_20;MISS_1
00369864;_derivationally_related_form;05015463;2;2
04962240;_hypernym;04961691;MISS_1;MISS_1
06845599;_member_of_domain_usage;03587715;1;63
04667406;_derivationally_related_form;01484083;1;1
06268784;_hypernym;06268096;3;1
04671394;_derivationally_related_form;00724861;1;1
02446645;_hypernym;02445715;MISS_189;MISS_1
04868748;_hypernym;04826235;1;4
01466543;_derivationally_related_form;00262249;4;7
11915658;_hypernym;11915214;MISS_236;MISS_37
07127252;_hypernym;07109847;92;7
15256714;_hypernym;05867413;58;3
01296462;_derivationally_related_form;00379422;1;1
09606009;_hypernym;00007846;232;6
00560529;_hypernym;00558630;8;21
12169526;_member_meronym;12192373;7;9
00538571;_synset_domain_topic_of;06084469;678;1
05533948;_hypernym;05248181;1;4
01382273;_hypernym;01352059;2;1
08860123;_member_of_domain_usage;01252566;MISS_1;MISS_678
10299875;_hypernym;09624559;MISS_55;MISS_14
02795169;_hypernym;04531098;MISS_96;MISS_25
11911591;_member_meronym;12000609;1;57
08156685;_member_meronym;11259950;6;7
04364545;_hypernym;03739693;MISS_1;MISS_4
01473990;_hypernym;08103777;8;1
01336587;_derivationally_related_form;05645597;1;1
05239808;_has_part;05241827;MISS_6;MISS_1
00738747;_hypernym;00983824;15;1
06115701;_derivationally_related_form;10127689;1;1
03273913;_hypernym;04070727;MISS_1;MISS_17
08172877;_hypernym;07951464;MISS_1250;MISS_1
02761685;_derivationally_related_form;00378479;MISS_39;MISS_5
00686890;_derivationally_related_form;01010118;1;1
12983961;_hypernym;13024012;MISS_12;MISS_1
06742772;_hypernym;06742426;MISS_13;MISS_17
00045145;_hypernym;00047945;MISS_36;MISS_1
12960211;_member_meronym;12960378;MISS_1;MISS_1
09876892;_hypernym;10307234;2;1
05941210;_derivationally_related_form;00701040;1;1
06780309;_hypernym;06780069;MISS_1;MISS_18
00946755;_derivationally_related_form;06807198;1;1
01453969;_hypernym;01453433;MISS_13;MISS_4
10717461;_hypernym;00007846;MISS_5715;MISS_30
06151693;_derivationally_related_form;10620758;1;1
12969670;_hypernym;12969131;1;1
00939818;_derivationally_related_form;01707925;1;1
01740969;_derivationally_related_form;00918383;1;1
12724201;_member_meronym;12725940;1;1
01589125;_member_meronym;01589286;1;1
00056688;_hypernym;00053913;73;11
11607071;_hypernym;08103777;230;2
08766988;_has_part;08769439;1;852
12761123;_hypernym;11567411;1;1
00591115;_derivationally_related_form;05805475;1;1
13954253;_derivationally_related_form;00043765;1;1
01346003;_derivationally_related_form;03848348;1;1
10682038;_derivationally_related_form;01916634;1;1
04956110;_derivationally_related_form;00565592;1;1
00824066;_hypernym;00826509;1;1
01946277;_hypernym;01945845;MISS_18;MISS_45
04372171;_hypernym;03575958;MISS_1;MISS_10
00154778;_hypernym;00153263;24;2
14980579;_hypernym;14686352;MISS_3;MISS_16
07047011;_synset_domain_topic_of;07020895;118;1
02248744;_hypernym;01759182;70;3
12242123;_hypernym;13112664;5;1
11804604;_member_meronym;11813309;1;11
11612349;_hypernym;11608250;MISS_7;MISS_1
11805837;_hypernym;11573660;1;1
07060167;_hypernym;07059255;MISS_15;MISS_7
05301908;_derivationally_related_form;00941990;1;1
06934132;_hypernym;06930934;MISS_1;MISS_5
02621901;_derivationally_related_form;05008746;1;1
08969291;_derivationally_related_form;03024420;1;1
04576211;_has_part;02764779;MISS_1;MISS_32
02426799;_derivationally_related_form;13944914;1;1
11704791;_has_part;11705052;MISS_1;MISS_3
04294426;_hypernym;02688443;17;10
02625016;_derivationally_related_form;00050693;1;1
04657876;_derivationally_related_form;01076793;1;1
00937656;_hypernym;00933420;51;20
05133287;_hypernym;05129201;MISS_1;MISS_6
02150948;_derivationally_related_form;10576071;1;1
00900070;_derivationally_related_form;00836236;1;1
01239064;_derivationally_related_form;02677567;1;1
10251779;_hypernym;00007846;122;1
03386011;_has_part;02811936;MISS_12;MISS_1
13951984;_hypernym;13951444;MISS_1;MISS_8
02496816;_hypernym;02539334;MISS_12;MISS_28
05614657;_hypernym;05614175;MISS_2;MISS_8
10214637;_derivationally_related_form;01632411;1;1
13800801;_derivationally_related_form;00171127;1;1
01400575;_hypernym;08103777;246;2
11529603;_member_meronym;11536778;12;145
00265386;_derivationally_related_form;00260622;1;1
04907269;_hypernym;04616059;944;13
02390470;_derivationally_related_form;10363913;1;1
00039021;_hypernym;00037396;MISS_156;MISS_9
00828901;_hypernym;00962447;MISS_35;MISS_16
00136152;_hypernym;00134780;MISS_9;MISS_1
12202936;_hypernym;13104059;MISS_1863;29
00024649;_derivationally_related_form;03395745;1;1
09891470;_derivationally_related_form;02951358;1;1
00343730;_synset_domain_topic_of;00528667;MISS_14;MISS_3
04071393;_hypernym;03763968;3;19
09211735;_instance_hypernym;09403734;325;4
09851165;_derivationally_related_form;02669081;1;1
14498096;_derivationally_related_form;01269379;1;1
02244956;_also_see;02294436;MISS_1;MISS_18
03650173;_derivationally_related_form;01262113;1;1
02529515;_member_meronym;02531820;1;1
12501745;_member_meronym;12547658;1;2
01567133;_hypernym;01563128;MISS_4;MISS_80
02621395;_derivationally_related_form;07092356;1;1
13999663;_hypernym;13998576;2;2
00960734;_derivationally_related_form;13845239;1;1
11199727;_instance_hypernym;10650162;705;8
13481883;_derivationally_related_form;02762806;1;1
00256961;_hypernym;00256746;3;9
12892226;_member_meronym;12904148;4;46
00633864;_derivationally_related_form;00785962;1;1
09165613;_has_part;09483129;8;6
02267826;_hypernym;02263378;MISS_112;MISS_35
03673767;_derivationally_related_form;01270784;1;1
02134589;_member_meronym;02136623;7;127
06350918;_hypernym;06350274;MISS_1;MISS_1
05537806;_hypernym;05220461;699;23
02400760;_derivationally_related_form;10760340;1;1
05505679;_hypernym;05462315;MISS_14;MISS_7
07242324;_hypernym;07241205;MISS_18;MISS_6
00534480;_hypernym;00342028;MISS_26;MISS_12
08279298;_hypernym;08284481;MISS_1;MISS_13
03579982;_has_part;04170515;MISS_13;MISS_45
08740875;_has_part;08745901;11;348
00212173;_derivationally_related_form;04683600;1;1
00238867;_verb_group;00239321;1;1
06845599;_member_of_domain_usage;03189995;1;90
02726715;_derivationally_related_form;14365356;1;1
07409592;_derivationally_related_form;02685665;1;1
09460888;_instance_hypernym;09403734;396;5
13478525;_derivationally_related_form;00229280;1;1
01741864;_synset_domain_topic_of;00916464;3;1
01271428;_instance_hypernym;00956485;3;1
00455599;_hypernym;00407535;436;22
02767308;_derivationally_related_form;01253060;1;1
00347652;_derivationally_related_form;01898592;1;1
04826235;_hypernym;04846770;2;2
00471711;_derivationally_related_form;00223720;1;1
02440705;_member_meronym;02447591;4;183
13148019;_member_meronym;13148384;MISS_38;MISS_1
01353405;_derivationally_related_form;14705718;1;1
00493703;_derivationally_related_form;00353992;2;5
12464278;_member_meronym;12464476;33;19
12995724;_member_meronym;13082077;MISS_44;MISS_120
09190918;_hypernym;00007347;MISS_122;MISS_16
02259829;_hypernym;00761713;3;3
06115476;_hypernym;06000400;233;24
12195965;_member_meronym;12196129;MISS_83;MISS_1
12112008;_hypernym;12102133;19;1
03631445;_hypernym;03106110;MISS_23;MISS_28
09147046;_has_part;04378842;MISS_25;MISS_851
12099342;_hypernym;13118707;835;19
06883725;_hypernym;04416901;MISS_1;MISS_22
08199025;_member_meronym;10305635;MISS_7;MISS_1
01012712;_derivationally_related_form;00739662;1;1
00588888;_derivationally_related_form;05805475;1;1
12373361;_hypernym;11565385;1;1
00704388;_derivationally_related_form;05784242;1;1
08920924;_has_part;08926543;1;5
12219875;_member_meronym;12220019;MISS_157;MISS_1
00464513;_also_see;01430111;1;1
00746084;_hypernym;01027508;MISS_6;MISS_6
01187620;_synset_domain_topic_of;08441203;6;1
15022389;_hypernym;15022171;MISS_1;MISS_14
05613962;_hypernym;05617107;MISS_1;MISS_8
06756831;_derivationally_related_form;00835506;1;1
11627028;_hypernym;11554175;7;1
02559752;_hypernym;02452885;24;4
13583724;_derivationally_related_form;02468793;1;1
09283623;_hypernym;09225146;6;1
05060476;_hypernym;05060189;MISS_5;MISS_5
00755500;_derivationally_related_form;00838524;1;1
01811736;_derivationally_related_form;07528807;1;1
10173895;_hypernym;00007846;MISS_5715;3
11551211;_hypernym;08220891;5;2
10216403;_derivationally_related_form;02593354;1;1
00396703;_hypernym;00394813;1;8
01461328;_derivationally_related_form;00378985;1;1
01605119;_member_meronym;01616970;5;115
02674912;_hypernym;02707683;MISS_365;MISS_1
13463656;_derivationally_related_form;00569318;1;1
01959927;_synset_domain_topic_of;00450335;1;1
05513807;_has_part;05457469;MISS_38;MISS_89
02093390;_derivationally_related_form;07439284;1;1
10387196;_derivationally_related_form;04091839;1;1
00238720;_derivationally_related_form;13443787;1;1
01745722;_derivationally_related_form;04004767;1;1
10396462;_hypernym;00007846;MISS_5715;MISS_1
08950035;_instance_hypernym;08524735;336;1
00940214;_hypernym;00126264;2589;14
12192373;_member_meronym;12193458;21;169
01828405;_derivationally_related_form;07486922;1;1
12445848;_hypernym;11561228;16;1
00069166;_hypernym;00067999;4;1
05035961;_derivationally_related_form;00559102;1;1
02427726;_derivationally_related_form;10381214;1;1
13149296;_hypernym;13100677;403;13
08344301;_hypernym;08342039;MISS_283;MISS_5
02525866;_member_meronym;02527145;23;2
02067941;_member_meronym;02068408;1;1
01835103;_derivationally_related_form;09355850;1;1
02216547;_hypernym;01759182;93;1
01028748;_derivationally_related_form;10344774;1;1
00715074;_hypernym;00352826;106;2
00141806;_derivationally_related_form;00920336;1;1
02671421;_hypernym;03081021;MISS_141;MISS_33
01255057;_derivationally_related_form;00691050;1;1
02121234;_member_meronym;02125311;1;12
10351874;_derivationally_related_form;00761713;1;1
02217695;_hypernym;02217266;MISS_29;MISS_10
11689197;_hypernym;13135832;MISS_18;MISS_8
01998019;_member_meronym;01998183;13;144
01567678;_hypernym;01567133;1;1
01538469;_hypernym;00510364;9;6
09101318;_instance_hypernym;08695539;370;7
04182890;_hypernym;03895585;MISS_19;MISS_42
05835747;_hypernym;05833840;MISS_72;MISS_23
06873252;_has_part;06873571;MISS_2;MISS_1
05509889;_has_part;05528060;MISS_7;MISS_86
00147862;_derivationally_related_form;01284908;1;1
01004072;_hypernym;00383606;MISS_41;MISS_15
10878672;_instance_hypernym;10625860;MISS_1;MISS_1
01713635;_member_meronym;01713764;MISS_17;MISS_1
10227985;_derivationally_related_form;06161718;1;1
02462580;_derivationally_related_form;10760340;1;1
11014450;_instance_hypernym;10453533;MISS_729;MISS_1
07237758;_derivationally_related_form;00842538;1;1
01107705;_hypernym;01105639;MISS_9;MISS_1
08775784;_instance_hypernym;08574314;513;4
01830798;_hypernym;01762528;MISS_16;MISS_1
06890846;_derivationally_related_form;02141973;1;1
11629501;_member_meronym;11641788;1;1
03472232;_derivationally_related_form;00099721;1;1
11357332;_instance_hypernym;10453533;MISS_729;MISS_1
13205482;_member_meronym;13210827;4;60
01596479;_hypernym;01507175;8;1
13907415;_derivationally_related_form;01280014;1;1
00608808;_derivationally_related_form;05833840;1;1
06930934;_hypernym;06904171;MISS_2;MISS_11
00332154;_hypernym;00397576;1;1
00815686;_derivationally_related_form;06746005;1;1
04762355;_hypernym;04760771;1;1
01637166;_derivationally_related_form;05786372;1;1
00562935;_derivationally_related_form;02557638;1;1
00824292;_derivationally_related_form;06713187;1;1
08312559;_synset_domain_topic_of;06226057;MISS_243;MISS_1
06568978;_derivationally_related_form;01747717;1;1
13107891;_derivationally_related_form;00329495;1;1
01751021;_hypernym;01675963;29;2
06252138;_derivationally_related_form;01070102;1;1
00872886;_derivationally_related_form;09774167;1;1
02512053;_derivationally_related_form;01140794;1;1
00774056;_derivationally_related_form;09896826;1;1
00262249;_derivationally_related_form;01466543;2;2
00462092;_derivationally_related_form;00089027;1;1
01366718;_derivationally_related_form;07527352;1;1
04074329;_hypernym;03129123;40;4
09373716;_instance_hypernym;09411430;2;2
05536370;_hypernym;05303402;62;6
10295819;_hypernym;00007846;MISS_5715;5
01705257;_derivationally_related_form;07258664;1;1
11350705;_instance_hypernym;10084635;52;11
01921591;_hypernym;01921204;MISS_4;MISS_1
08951077;_instance_hypernym;08524735;336;1
00657016;_derivationally_related_form;01051801;1;1
02149297;_hypernym;01864707;25;1
12957467;_hypernym;13167078;2;1
03588414;_derivationally_related_form;00946105;1;1
06005518;_hypernym;06004685;22;6
01984695;_hypernym;01982650;MISS_15;MISS_57
02447793;_derivationally_related_form;01139830;1;1
00632236;_derivationally_related_form;05893356;1;1
02202928;_derivationally_related_form;00818466;1;1
02645007;_derivationally_related_form;00033615;1;1
00195617;_verb_group;00195342;1;1
02578604;_hypernym;01432517;14;1
01654863;_hypernym;01639765;MISS_57;MISS_1
12637729;_member_meronym;12641007;2;76
04356056;_has_part;03976268;MISS_1;MISS_1
01566386;_hypernym;01504437;1;1
01865197;_also_see;00643250;1;1
07083441;_derivationally_related_form;00863579;1;1
12400261;_member_meronym;12400924;9;28
09629752;_derivationally_related_form;01845720;1;1
10034614;_derivationally_related_form;01170052;1;1
01179707;_derivationally_related_form;02543181;1;1
01012712;_derivationally_related_form;00657260;1;1
00291873;_derivationally_related_form;08646188;1;1
09044862;_has_part;09105821;1;2
05477686;_has_part;05477305;MISS_15;MISS_1
08096301;_hypernym;08149781;5;2
08792548;_member_of_domain_region;08011523;46;64
02842303;_hypernym;04565963;MISS_10;MISS_16
10576223;_hypernym;00007846;MISS_5715;MISS_1
03738241;_hypernym;04377057;MISS_60;MISS_19
00223720;_derivationally_related_form;01327301;1;1
00306314;_derivationally_related_form;05623181;MISS_3;MISS_9
02271544;_also_see;00646413;1;1
01654271;_derivationally_related_form;00768921;1;1
00090253;_derivationally_related_form;10511069;1;1
12611479;_hypernym;11556857;15;1
01650610;_derivationally_related_form;00235435;1;1
11502102;_derivationally_related_form;00216216;MISS_22;MISS_29
02466111;_also_see;01222884;1;1
01572978;_hypernym;01212572;4;1
09133500;_instance_hypernym;08524735;305;2
01632103;_derivationally_related_form;05891572;1;1
13023783;_member_meronym;13031690;MISS_53;MISS_123
02113430;_derivationally_related_form;00907340;1;1
11915899;_hypernym;11915214;MISS_236;MISS_44
00331950;_hypernym;00191142;MISS_506;MISS_14
00353469;_derivationally_related_form;00267855;1;1
03069213;_hypernym;03149951;MISS_1;MISS_5
03791053;_hypernym;04576211;43;6
02470451;_member_meronym;02489288;16;86
08860123;_member_of_domain_region;10513509;1;MISS_4534
05399847;_synset_domain_topic_of;01471682;MISS_93;MISS_2
05370125;_hypernym;05418717;MISS_242;MISS_1
09113762;_instance_hypernym;08524735;428;1
02036982;_member_meronym;02037110;MISS_22;MISS_2
13658496;_hypernym;13649268;1;1
10518194;_hypernym;10435988;MISS_71;MISS_11
02140781;_derivationally_related_form;00229260;1;1
02538216;_hypernym;02537085;1;1
05204004;_synset_domain_topic_of;08199025;75;1
06154464;_hypernym;06153846;78;4
00725274;_derivationally_related_form;07298154;1;1
02552737;_hypernym;01429349;1;1
08142170;_hypernym;08348815;13;2
07605474;_hypernym;07597365;MISS_1;MISS_1
02198996;_hypernym;01762525;25;1
05496990;_has_part;05499379;2;17
07152463;_hypernym;07152259;MISS_1;MISS_16
01357831;_hypernym;01296462;36;4
10942144;_instance_hypernym;10020890;MISS_695;MISS_1
00521562;_derivationally_related_form;01711445;1;1
14786479;_hypernym;00021939;32;1
01074650;_derivationally_related_form;04654337;1;1
01688589;_hypernym;01687665;2;41
10460033;_hypernym;10053808;MISS_37;MISS_3
02566528;_derivationally_related_form;00068901;MISS_3;MISS_164
08904392;_instance_hypernym;08524735;578;1
00331082;_derivationally_related_form;03724417;1;1
08244062;_derivationally_related_form;10120085;1;1
00573932;_hypernym;00126264;976;3
06755776;_hypernym;06755568;MISS_5;MISS_53
14560360;_hypernym;13920835;MISS_702;MISS_8
00229026;_hypernym;00109660;311;24
00917772;_derivationally_related_form;10102506;1;1
01754105;_derivationally_related_form;00113113;1;1
02951170;_derivationally_related_form;01422172;1;1
09980090;_derivationally_related_form;07049713;1;1
06148148;_hypernym;06143154;MISS_192;MISS_71
00621734;_derivationally_related_form;05685030;1;1
02092309;_derivationally_related_form;07460104;1;1
11654124;_member_meronym;11654438;9;16
11195619;_instance_hypernym;10301261;2;2
12201166;_hypernym;11575425;10;1
04169437;_has_part;04593866;MISS_4;MISS_1
01920698;_synset_domain_topic_of;00523513;3;1
01926311;_also_see;02075049;MISS_1;MISS_5
09797113;_derivationally_related_form;02565491;1;1
02037090;_derivationally_related_form;09437454;1;1
01877204;_hypernym;01850315;2054;17
06364329;_hypernym;06362953;MISS_165;MISS_13
02541875;_hypernym;01432517;44;1
13000668;_hypernym;11592146;1;1
10599806;_derivationally_related_form;01731031;1;1
00847683;_hypernym;00846509;2;1
08765460;_instance_hypernym;08633957;76;1
09051235;_has_part;09103943;1;2
02454119;_member_meronym;02455310;21;139
08173515;_member_meronym;08761244;1;3
00897026;_hypernym;00894552;5;7
01800422;_derivationally_related_form;00271263;1;1
08923755;_instance_hypernym;08524735;71;1
05520479;_hypernym;05264756;MISS_96;MISS_39
01358328;_derivationally_related_form;08253450;1;1
02662979;_derivationally_related_form;01203676;1;1
00180770;_hypernym;00180413;MISS_21;MISS_14
06135915;_derivationally_related_form;03002351;1;1
01822724;_derivationally_related_form;13811900;1;1
01500082;_derivationally_related_form;02818832;1;1
04151581;_hypernym;04014297;MISS_396;MISS_22
02472012;_member_meronym;02474777;1;2
05055503;_synset_domain_topic_of;00017222;MISS_1198;MISS_1
14501545;_hypernym;14500908;MISS_1;MISS_1
08023843;_synset_domain_topic_of;00759694;953;1
00832626;_has_part;00659349;1;1
03318983;_hypernym;04014297;MISS_396;MISS_17
01747945;_derivationally_related_form;06678302;1;1
01708676;_derivationally_related_form;00428270;1;1
06877849;_hypernym;06877078;MISS_5;MISS_3
00378042;_hypernym;00140123;MISS_736;MISS_25
06062076;_derivationally_related_form;09919297;1;1
12217211;_member_meronym;12217586;MISS_1;MISS_1
03776460;_hypernym;04467099;MISS_1;MISS_14
02661252;_hypernym;02666239;4;4
06915601;_hypernym;06906439;MISS_4;MISS_1
09999532;_derivationally_related_form;02253766;1;1
00336718;_hypernym;00126264;234;3
02330582;_member_meronym;02350845;3;4
10985440;_instance_hypernym;09805475;14;4
01015244;_derivationally_related_form;05823932;1;1
12213635;_member_meronym;12216028;1;125
01989869;_hypernym;01974773;22;4
11675096;_hypernym;11675842;10;3
08816236;_member_meronym;09750891;MISS_31;MISS_12
06845599;_member_of_domain_usage;03739136;1;67
00652346;_derivationally_related_form;05763412;1;1
07186148;_hypernym;07185325;19;6
00883226;_derivationally_related_form;10274318;1;1
13423615;_derivationally_related_form;01254013;1;1
02230782;_member_meronym;02231930;34;101
10067968;_hypernym;10215623;MISS_2;MISS_23
00771961;_derivationally_related_form;07246582;1;1
02559862;_hypernym;02554730;264;4
09093608;_instance_hypernym;08655464;1;1
01786419;_hypernym;01785971;MISS_9;MISS_1
12514592;_hypernym;13112664;491;2
04103918;_synset_domain_topic_of;02691156;161;8
02023992;_derivationally_related_form;03386011;1;1
06350127;_derivationally_related_form;10654015;1;1
13722757;_has_part;13722522;MISS_10;MISS_1
01208597;_hypernym;01207609;MISS_39;MISS_3
01418037;_synset_domain_topic_of;00243918;5;1
02465693;_derivationally_related_form;02120451;1;1
01385017;_hypernym;01384687;MISS_5;MISS_1
08920924;_has_part;08925287;14;224
15278281;_hypernym;15286249;MISS_126;MISS_12
02464626;_has_part;02463205;MISS_48;MISS_2
14598079;_derivationally_related_form;01539633;1;1
02753255;_derivationally_related_form;00331102;1;1
06590885;_synset_domain_topic_of;06677302;2;1
00739632;_hypernym;00739270;206;120
00344421;_hypernym;00331950;MISS_189;MISS_39
01292885;_derivationally_related_form;04613158;1;1
04530566;_has_part;04117216;MISS_1;MISS_84
07185325;_derivationally_related_form;00753428;1;1
10347446;_synset_domain_topic_of;08199025;29;1
07752109;_hypernym;07751451;MISS_7;MISS_5
02338901;_hypernym;02329401;8;2
00504901;_hypernym;00115157;MISS_74;MISS_12
02501101;_hypernym;01342529;9;1
01523908;_member_meronym;01584004;3;2
02690708;_derivationally_related_form;08624196;1;1
00395333;_derivationally_related_form;02350175;1;1
09189411;_has_part;08707917;1;3
01831308;_derivationally_related_form;05685030;1;1
10247880;_hypernym;00007846;MISS_5715;MISS_1
00873603;_also_see;00884778;1;1
13566535;_derivationally_related_form;00376106;1;1
04889162;_hypernym;04887912;MISS_1;MISS_6
02457058;_derivationally_related_form;00044900;1;1
08179879;_hypernym;07942152;MISS_400;MISS_10
00264776;_derivationally_related_form;04860586;1;1
07485475;_derivationally_related_form;01188485;1;1
08231499;_member_meronym;08078819;MISS_7;MISS_1
00188137;_hypernym;00187526;1;1
07105475;_member_of_domain_usage;15267945;1;80
08765069;_instance_hypernym;08691669;495;4
03158885;_has_part;03474896;7;1
01880113;_hypernym;01831531;623;20
10379620;_derivationally_related_form;01081152;1;1
10771270;_derivationally_related_form;01041415;1;1
01400044;_derivationally_related_form;00125629;1;1
02163982;_hypernym;01342529;4;1
00093979;_hypernym;00241689;MISS_1;MISS_2
00650353;_derivationally_related_form;10012815;1;1
08760510;_member_meronym;08761244;1;3
02154508;_derivationally_related_form;06767035;1;1
02647497;_derivationally_related_form;05393023;1;1
02038357;_derivationally_related_form;05068080;1;1
01194483;_derivationally_related_form;04663763;1;1
00635794;_derivationally_related_form;00575365;1;1
08566028;_hypernym;08568978;MISS_14;MISS_14
00456596;_verb_group;00456740;1;1
00915830;_hypernym;00941990;35;1
14462193;_hypernym;14460565;MISS_1;MISS_1
01134781;_derivationally_related_form;00122954;1;1
00858377;_hypernym;00858188;1;1
08955626;_instance_hypernym;08700255;17;1
00241038;_derivationally_related_form;07313004;1;1
